Entered by?,"Animal ID (RS, CL)",Animal ID,WLHID,"Herd (RS, CL)",Herd,"Sex (F, M)",Age.when.collard,Date entry,Date exit,Suspected Mortality Date,Outcome,Cause,mortality.loc.easting,mortality.loc.northing,Comment,MonitoringDays,,
Kevin Watt,13,NA,18-14006,Graham,Graham,F,Adult,2019/03/25,2021/03/25,2021/03/25,Mortality,Unknown,,,Changed from censored: last heard July 2020; Not heard July 2021; Heard on Mort Nov. 2021; Mort confirmed 2022/03/17; mort date at midpoint between last heard and when first heard on mort,731,,
Kevin Watt,14,NA,18-14760,Graham,Graham,F,Adult,2019/03/25,2019/08/24,2019/08/24,Mortality,Unknown,,,,152,,
Klaczek,83781,83781,18-13982,Hart North,Parsnip,F,Adult,2019/03/24,2021/03/31,NA,Alive,NA,,,collarded in quintette by NE,738,,
Klaczek,83782,83782,18-13984,Hart North,Parsnip,F,Adult,2019/03/24,2021/03/31,NA,Alive,NA,,,collarded in quintette by NE,738,,
CL-from SMcNay,CN369Ka,CN369Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2019/03/13,2021/03/31,NA,Censored,FADE,,,,749,,
CL-from SMcNay,CN343Sa,CN343Sa,NA,Klinse-Za,Klinse-Za,F,Adult,2019/03/13,2020/08/20,NA,Censored,FADE,,,,526,,
,18-13987,18-13987,18-13987,Kennedy Siding,Kennedy Siding,F,Adult,2019/03/12,2021/03/31,NA,Alive,NA,,,New WLHID as of Jan 2021: 20-2000R. This individual is also known as Lips.,750,,
,18-13988,18-13988,18-13988,Kennedy Siding,Kennedy Siding,F,Adult,2019/03/12,2021/03/31,NA,Alive,NA,,,This individual is also known as Swell.,750,,
,18-13992,18-13992,18-13992,Kennedy Siding,Kennedy Siding,F,Adult,2019/03/12,2021/03/31,NA,Alive,NA,,,This individual is also known as Alert.,750,,
CL-from SMcNay,CN431Ka,CN431Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2019/03/12,2021/03/31,NA,Censored,FADE,,,,750,,
CL-from SMcNay,CN432Ka,CN432Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2019/03/12,2021/03/31,NA,Censored,FADE,,,,750,,
,19,NA,18-13983,Quintette,Quintette,F,Adult,2019/03/12,2021/03/31,NA,Alive,NA,,,,750,,
,18-13993,18-13993,18-13993,Kennedy Siding,Kennedy Siding,F,Adult,2019/03/12,2020/09/01,NA,Alive,NA,,,Seen alive in fall 2020. This individual is also known as Bag Lady.,539,,
,21,NA,18-13990,Quintette,Quintette,F,Adult,2019/03/12,2020/05/01,NA,Censored,NA,,,,416,,
,18-13986,18-13986,18-13986,Kennedy Siding,Kennedy Siding,F,Adult,2019/03/12,2019/08/26,2019/08/26,Censored,Unknown,,,Seen alive in fall 2020. This individual is also known as Spear.,167,,
CL-from SMcNay,CN360Ka,CN360Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2019/03/12,2019/03/20,2019/03/20,Mortality,DEAD,,,,8,,
Carolyn Shores,56B,56,18-13126,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2019/02/15,2021/03/31,NA,Alive,NA,,,,775,,
Carolyn Shores,51C,51,18-13127,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2019/02/14,2021/03/31,NA,Alive,NA,,,"Collar failure, Seen alive on June 2021 survey",776,,
Carolyn Shores,55B,55,18-13139,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2019/02/14,2020/12/31,2020/12/31,Mortality,Cougar predation,,,"Cougar had fed on carcass for some time, but unable to determine if it was predation or scavenging due to most of the carcass being eaten and fresh snow obscuring tracks.",686,,
Carolyn Shores,34713,34713,18-13136,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2019/02/14,2019/10/15,2019-10-15,Mortality,Wolf predation,,,"BM: Animal ID was previously ""54"" before CS edited 2020 collar sheet",243,,
Carolyn Shores,53B,53,18-13130,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2019/02/10,2020/05/29,2020/05/29,Mortality,Wolf Predation,,,,474,,
Carolyn Shores,34717,34717,18-13135,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/08,2021/03/31,NA,Alive,NA,,,"BM: Animal ID was previously ""63"" before CS edited 2020 collar sheet",782,,
Carolyn Shores,60,60,18-13128,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/06,2020/08/02,2020/08/02,Mortality,Probable Bear Predation (unk sp.),,,6 bear scats and sign of caching present. No carcass remains in area. ,543,,
Carolyn Shores,59,59,18-13129,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/05,2021/03/31,NA,Alive,NA,,,,785,,
Carolyn Shores,57,57,18-13133,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/05,2021/03/31,NA,Alive,NA,,,"Collar failure, seen alive on June 2021 survey",785,,
MJF from AMRoberts,TWC1040,TWC1040,18-13304,Tweedsmuir,Tweedsmuir,F,Adult,2019/02/05,2020/08/17,NA,Censored,collar failure,,,,559,,
Carolyn Shores,62,62,18-13131,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/05,2020/05/26,NA,Censored,NA,,,Collar failure,476,,
Carolyn Shores,64,64,18-13132,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/05,2020/03/11,NA,Censored,NA,,,Collar failure,400,,
Carolyn Shores,34719,34719,18-13903,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/05,2019/06/12,2019/06/12,Mortality,Wolf Predation,,,"Collared wolves in Itcha Pack near caribou at 8:30 am, got mortality signal at 12:50 pm // BM: Animal ID was previously ""65"" before CS edited 2020 collar sheet",127,,
Carolyn Shores,58,58,18-13138,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/04,2021/03/31,NA,Alive,NA,,,,786,,
Carolyn Shores,61,61,18-13137,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2019/02/04,2021/03/31,NA,Alive,NA,,,"Collar failure, Seen alive on June 2021 survey",786,,
K. Cornhill,52,52,18-13134,Charlotte Alplands,Charlotte Alplands,M,Adult,2019/02/04,2020/03/30,2020/03/30,Mortality,Unknown,,,,420,,
Carolyn Shores,52B,52,18-13134,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2019/02/04,2020/03/30,2020/03/30,Mortality,Unknown - not predation,,,"Intact carcass found. No signs of predators. Test results show lung trauma. Helen expects that neck was broken, and assumes fight with another bull is COD.",420,,
Klaczek,20,NA,18-13114,Hart South,Hart South,F,Adult,2019/02/02,2020/03/18,NA,Censored,NA,,,collar offline - last fix 26 jan2020 - heard/observed alive during march 2020 census near hedrick lake,410,,
LGreene,TC083,TC083,18-13314,Telkwa,Telkwa,F,Adult,2019/01/29,2021/03/31,NA,Alive,NA,,,,792,,
Klaczek,81353,81353,18-13116,North Cariboo,North Cariboo,F,Adult,2019/01/29,2021/03/31,NA,Alive,NA,,,last fix 18 may 2020 - recaptured in north cariboo january 2021,792,,
Klaczek,81292,81292,18-13119,Hart North,Parsnip,F,Adult,2019/01/29,2021/03/02,NA,Censored,NA,,,offline since 2 march 2021,763,,
Klaczek,30616,30616,18-13112,Hart South,Hart South,F,Adult,2019/01/29,2021/02/18,NA,Censored,NA,,,last fix 18 feb 2021,751,,
Klaczek,30467,30467,18-13115,Hart North,Parsnip,F,Adult,2019/01/29,2021/01/27,NA,Censored,NA,,,last location was 27 jan 2021,729,,
Klaczek,81348,81348,18-13125,North Cariboo,North Cariboo,F,Adult,2019/01/29,2020/05/11,NA,Censored,NA,,,last fix 11 may 2020,468,,
Klaczek,30276,30276,18-13113,Hart North,Parsnip,F,Adult,2019/01/29,2020/03/17,NA,Censored,NA,,,oflline since march 17 2020,413,,
LGreene,TC082,TC082,18-13312,Telkwa,Telkwa,M,Adult,2019/01/29,2020/01/18,2020/01/18,Mortality,NA,621321,6029483,,354,,
LGreene,TC085,TC085,18-13313,Telkwa,Telkwa,F,Adult,2019/01/29,2019/09/08,NA,Censored,NA,,,,222,,
Klaczek,81327,81327,18-13121,Hart South,Hart South,F,Adult,2019/01/28,2021/03/31,NA,Alive,NA,,,,793,,
Klaczek,81354,81354,18-13120,Hart South,Hart South,F,Adult,2019/01/28,2021/03/31,NA,Alive,NA,,,,793,,
Klaczek,32611,32611,18-13118,Hart South,Hart South,F,Adult,2019/01/28,2020/09/01,NA,Censored,NA,,,last location 08feb2021,582,,
Klaczek,81358,81358,18-13123,Hart South,Hart South,F,Adult,2019/01/28,2020/07/25,NA,Censored,NA,,,last location 25july2020,544,,
Klaczek,30613,30613,18-1317,Hart South,Hart South,F,Adult,2019/01/28,2020/07/18,NA,Censored,NA,,,last location 18july2020,537,,
Klaczek,21,NA,18-13122,Hart South,Hart South,F,Adult,2019/01/28,2019/11/23,NA,Censored,NA,,,last location 23nov2019,299,,
MJF from AMRoberts,TWC1022,TWC1022,18-13307,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/19,2019/11/15,NA,Censored,collar failure,,,"TWC was re-collared 2021, entered in as a new line b/c gap in monitoring. TWC1022_2",300,,
MJF from AMRoberts,TWC1018,TWC1018,18-13862,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/18,2021/03/31,NA,Alive,NA,,,Still alive,803,,
MJF from AMRoberts,TWC1019,TWC1019,18-13863,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/18,2021/03/31,NA,Alive,NA,,,Still alive,803,,
MJF from AMRoberts,TWC1039,TWC1039,18-13306,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/18,2020/01/14,2020/01/14,Mortality,unknown,,,,361,,
CL-from SMcNay,CN430Ka,CN430Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2019/01/17,2021/03/31,NA,Censored,FADE,,,,804,,
MJF from AMRoberts,TWC1023,TWC1023,18-13308,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/17,2020/09/21,NA,Censored,collar failure,,,,613,,
MJF from AMRoberts,TWC1020,TWC1020,18-13303,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/16,2021/03/08,NA,Censored,NA,,,Still alive,782,,
MJF from AMRoberts,TWC1021,TWC1021,18-13305,Tweedsmuir,Tweedsmuir,F,Adult,2019/01/16,2019/11/06,NA,Censored,collar failure,,,,294,,
CL-from SMcNay,CN429Ka,CN429Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2019/01/14,2021/03/31,NA,Censored,FADE,,,,807,,
CL-from SMcNay,CN355Ka,CN355Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2018/12/22,2021/03/31,NA,Censored,FADE,,,,830,,
CL-from SMcNay,CN356Ka,CN356Ka,NA,Klinse-Za,Klinse-Za,F,Adult,2018/12/22,2021/03/31,NA,Censored,FADE,,,,830,,
CL-from SMcNay,CN422Ca,CN422Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN423Ca,CN423Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN424Ca,CN424Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN425Ca,CN425Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN426Ca,CN426Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN427Ca,CN427Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN428Ca,CN428Ca,NA,Chase,Chase,F,Adult,2018/12/08,2021/03/31,NA,Censored,FADE,,,,844,,
CL-from SMcNay,CN419Ca,CN419Ca,NA,Chase,Chase,F,Adult,2018/12/07,2021/03/31,NA,Censored,FADE,,,,845,,
CL-from SMcNay,CN420Ca,CN420Ca,NA,Chase,Chase,F,Adult,2018/12/07,2021/03/31,NA,Censored,FADE,,,,845,,
CL-from SMcNay,CN421Ca,CN421Ca,NA,Chase,Chase,F,Adult,2018/12/07,2019/04/02,2019/04/02,Mortality,DEAD,,,,116,,
CL-from SMcNay,CN414Ca,CN414Ca,NA,Chase,Chase,F,Adult,2018/12/06,2021/03/31,NA,Censored,FADE,,,,846,,
CL-from SMcNay,CN416Ca,CN416Ca,NA,Chase,Chase,F,Adult,2018/12/06,2021/03/31,NA,Censored,FADE,,,,846,,
CL-from SMcNay,CN418Ca,CN418Ca,NA,Chase,Chase,F,Adult,2018/12/06,2021/03/31,NA,Censored,FADE,,,,846,,
CL-from SMcNay,CN417Ca,CN417Ca,NA,Chase,Chase,F,Adult,2018/12/06,2020/08/28,NA,Censored,FADE,,,,631,,
CL-from SMcNay,CN415Ca,CN415Ca,NA,Chase,Chase,F,Adult,2018/12/06,2019/08/12,NA,Censored,FADE,,,,249,,
CL-from SMcNay,CN411Ca,CN411Ca,NA,Chase,Chase,F,Adult,2018/12/05,2021/03/31,NA,Censored,FADE,,,,847,,
CL-from SMcNay,CN412Ca,CN412Ca,NA,Chase,Chase,F,Adult,2018/12/05,2021/03/31,NA,Censored,FADE,,,,847,,
CL-from SMcNay,CN413Ca,CN413Ca,NA,Chase,Chase,F,Adult,2018/12/05,2020/01/23,2020/01/23,Mortality,DEAD,,,,414,,
CL-from SMcNay,CN410Ca,CN410Ca,NA,Chase,Chase,F,Adult,2018/12/04,2021/03/31,NA,Censored,FADE,,,,848,,
Gill / Serrouya,3,3,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,8,8,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,14,14,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,23,23,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,26,26,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,30,30,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,34,34,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,62,62,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,94,94,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,95,95,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,96,96,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,98,98,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,99,99,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,100,100,,Columbia North,Columbia North,F,Adult,2018/06/12,2019/03/31,,Alive,,,,release,292,,
Gill / Serrouya,54,54,,Columbia North,Columbia North,F,Adult,2018/06/12,2018/11/27,2018/11/27,Mortality,infection,,,release,168,,
Gill / Serrouya,55,55,,Columbia North,Columbia North,F,Adult,2018/06/12,2018/10/04,2018/10/04,Mortality,Wolf,,,release,114,,
Gill / Serrouya,11,11,,Columbia North,Columbia North,F,Adult,2018/06/12,2018/06/20,2018/06/20,Mortality,Wolf,,,release,8,,
Gill / Serrouya,77,77,,Columbia North,Columbia North,F,Adult,2018/04/01,2020/04/16,,Censored,,,,wild,746,,
Gill / Serrouya,74,74,,Columbia North,Columbia North,F,Adult,2018/04/01,2020/03/23,,Censored,,,,wild,722,,
Gill / Serrouya,32,32,,Columbia North,Columbia North,F,Adult,2018/04/01,2020/01/21,,Censored,,,,wild,660,,
Gill / Serrouya,76,76,,Columbia North,Columbia North,F,Adult,2018/04/01,2019/02/18,,Censored,,,,wild,323,,
Gill / Serrouya,80,80,,Columbia North,Columbia North,F,Adult,2018/04/01,2018/11/03,,Censored,,,,wild,216,,
Gill / Serrouya,75,75,,Columbia North,Columbia North,F,Adult,2018/04/01,2018/04/18,,Censored,,,,wild,17,,
Gill / Serrouya,78,78,,Columbia North,Columbia North,F,Adult,2018/04/01,2018/04/16,,Censored,,,,wild,15,,
Gill / Serrouya,79,79,,Columbia North,Columbia North,F,Adult,2018/04/01,2018/04/16,,Censored,,,,wild,15,,
LGreene,TC003,TC003,17-10816,Telkwa,Telkwa,F,Adult,2018/03/28,2018/07/07,2018/07/07,Mortality,suspected grizzly bear,622226,6037592,,101,,
Bevan Ernst,81323,81323,17-10673,Wells Gray South,Wells Gray South,F,Adult,2018/03/25,2019/05/28,NA,Censored,Device Malfunction,,,Device quit transmitting on Malfunction dates,429,,
Bevan Ernst,81302,81302,18-11748,Groundhog,Groundhog,F,Adult,2018/03/24,2021/03/31,NA,Alive,NA,,,Device quit transmitting on Malfunction dates,1103,,
Bevan Ernst,81293,81293,17-10742,Wells Gray South,Wells Gray South,F,Adult,2018/03/24,2019/03/24,2019/03/24,Mortality,Predation (wolf),330056,5767819,Early spring predation crusty snow.,365,,
Bevan Ernst,81342,81342,17-10743,Groundhog,Groundhog,F,Adult,2018/03/24,2018/11/20,2018/11/20,Censored,Device Malfunction,,,Device quit transmitting on Malfunction dates (collars observed during dring 2020 surveys),241,,
Bevan Ernst,81316,81316,17-10735,Groundhog,Groundhog,F,Adult,2018/03/24,2018/07/23,2018/07/23,Censored,Device Malfunction,,,Device quit transmitting on Malfunction dates (collars observed during dring 2020 surveys),121,,
LGreene,TC005,TC005,16-8929,Telkwa,Telkwa,F,Adult,2018/03/21,2020/03/01,NA,Mortality,suspected wolf,616493,6045107,,711,,
LGreene,TC084,TC084,17-10808,Telkwa,Telkwa,F,Adult,2018/03/18,2021/01/15,NA,Censored,NA,,,,1034,,
Carolyn Shores,25C,25,17-10791,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2020/03/24,NA,Censored,NA,,,Collar failure,742,,
Carolyn Shores,101823,101823,17-10780,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2019/12/04,2019/12/04,Mortality,Wolf Predation,,,"BM: Animal ID was previously ""28"" before CS edited 2020 collar sheet",631,,
K. Cornhill,18C,18,NA,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2019/5/31,NA,Censored,NA,,,BM: This is the same individual as the Itchas female with WHLID 17-10787 who was recollared in 2020.,444,,
Carolyn Shores,101809,101809,17-10792,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2019/03/25,2019/03/25,Mortality,Cougar Predation,,,"BM: Animal ID was previously ""14"" before CS edited 2020 collar sheet",377,,
Carolyn Shores,101797,101797,17-10750,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2018/09/13,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""3"" before CS edited 2020 collar sheet",184,,
Carolyn Shores,101810,101810,17-10746,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2018/08/20,2018/08/20,Mortality,Wolf predation,,,"BM: Animal ID was previously ""15"" before CS edited 2020 collar sheet",160,,
Carolyn Shores,101803,101803,17-10785,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/13,2018/07/17,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""8"" before CS edited 2020 collar sheet and the animal was listed as being in Rainbows",126,,
Carolyn Shores,101801,101801,17-10793,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/12,2019/07/21,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""7"" before CS edited 2020 collar sheet",496,,
Carolyn Shores,101799,101799,17-10782,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/12,2019/07/14,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""5"" before CS edited 2020 collar sheet",489,,
Carolyn Shores,101798,101798,17-10774,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/12,2019/07/03,NA,Mortality,Wolf Predation,,,"BM: Animal ID was previously ""4"" before CS edited 2020 collar sheet",478,,
Carolyn Shores,101819,101819,17-10788,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/12,2019/07/01,2019/07/01,Mortality,Probable Bear Predation (unk sp.),,,"BM: Animal ID was previously ""24"" before CS edited 2020 collar sheet",476,,
Carolyn Shores,101875,101875,17-10754,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/12,2019/02/02,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""37"" before CS edited 2020 collar sheet",327,,
Carolyn Shores,101872,101872,17-10765,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/12,2018/08/04,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""34"" before CS edited 2020 collar sheet",145,,
Carolyn Shores,101870,101870,17-10755,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/12,2018/07/31,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""32"" before CS edited 2020 collar sheet",141,,
Carolyn Shores,101886,101886,17-10786,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/12,2018/06/19,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""48"" before CS edited 2020 collar sheet",99,,
Carolyn Shores,101822,101822,17-10751,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/12,2018/04/02,2018/04/02,Mortality,Unknown,,,"Mortality most likely occurred on march 30th. Did not send mort signal until April 3rd. // BM: Animal ID was previously ""21"" before CS edited 2020 collar sheet",21,,
Carolyn Shores,101814,101814,17-10790,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/12,2018/04/02,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""19"" before CS edited 2020 collar sheet",21,,
CL-from SMcNay,CN403Ca,CN403Ca,NA,Chase,Chase,F,Adult,2018/03/11,2021/03/31,NA,Censored,FADE,,,,1116,,
CL-from SMcNay,CN404Ca,CN404Ca,NA,Chase,Chase,F,Adult,2018/03/11,2021/03/31,NA,Censored,FADE,,,,1116,,
CL-from SMcNay,CN405Ca,CN405Ca,NA,Chase,Chase,F,Adult,2018/03/11,2021/03/31,NA,Censored,FADE,,,,1116,,
CL-from SMcNay,CN407Ca,CN407Ca,NA,Chase,Chase,F,Adult,2018/03/11,2021/03/31,NA,Censored,FADE,,,,1116,,
CL-from SMcNay,CN408Ca,CN408Ca,NA,Chase,Chase,F,Adult,2018/03/11,2021/03/31,NA,Censored,FADE,,,,1116,,
Carolyn Shores,22C,22,17-10778,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/11,2020/11/07,2020/11/07,Mortality,Unknown,,,"Mortality signal may have come in late, may have died in October 2020 and collar was moved by scavengers repeatedly. Mortality signal received on Nov 7, 2020.",972,,
Carolyn Shores,101796,101796,17-10789,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/11,2019/05/19,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""2"" before CS edited 2020 collar sheet",434,,
CL-from SMcNay,CN409Ca,CN409Ca,NA,Chase,Chase,F,Adult,2018/03/11,2019/02/05,2019/02/05,Mortality,DEAD,,,,331,,
Carolyn Shores,101805,101805,17-10776,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/11,2018/11/21,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""10"" before CS edited 2020 collar sheet",255,,
Carolyn Shores,101871,101871,17-10777,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/11,2018/11/14,NA,Censored,NA,,,"Collar dropped during rut // BM: Animal ID was previously ""33"" before CS edited 2020 collar sheet and the animal was listed as being in Rainbows",248,,
Carolyn Shores,101877,101877,17-10784,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/11,2018/09/14,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""39"" before CS edited 2020 collar sheet",187,,
Carolyn Shores,101888,101888,17-10764,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/11,2018/08/26,2018/08/26,Mortality,Health related - infected compound fracture in rear right leg,,,"BM: Animal ID was previously ""50"" before CS edited 2020 collar sheet",168,,
Carolyn Shores,101885,101885,17-10775,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/11,2018/08/17,NA,Mortality,Probable Bear Predation (unk sp.),,,"BM: Animal ID was previously ""47"" before CS edited 2020 collar sheet",159,,
Carolyn Shores,101884,101884,17-10749,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/11,2018/03/22,2018/03/22,Mortality,Cougar predation,,,"BM: Animal ID was previously ""46"" before CS edited 2020 collar sheet",11,,
CL-from SMcNay,CN406Ca,CN406Ca,NA,Chase,Chase,F,Adult,2018/03/11,2018/03/20,2018/03/20,Mortality,DEAD,,,,9,,
CL-from SMcNay,CN396Ca,CN396Ca,NA,Chase,Chase,F,Adult,2018/03/10,2021/03/31,NA,Censored,FADE,,,,1117,,
CL-from SMcNay,CN397Ca,CN397Ca,NA,Chase,Chase,F,Adult,2018/03/10,2021/03/31,NA,Censored,FADE,,,,1117,,
CL-from SMcNay,CN398Ca,CN398Ca,NA,Chase,Chase,F,Adult,2018/03/10,2021/03/31,NA,Censored,FADE,,,,1117,,
CL-from SMcNay,CN402Ca,CN402Ca,NA,Chase,Chase,F,Adult,2018/03/10,2021/03/31,NA,Censored,FADE,,,,1117,,
Carolyn Shores,101800,101800,17-10748,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/10,2020/08/17,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""6"" before CS edited 2020 collar sheet",891,,
Carolyn Shores,16B,16,17-10766,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/10,2020/04/23,NA,Censored,NA,,,Collar failure. Collar deactivated in 2021. ,775,,
Carolyn Shores,23C,23,17-10758,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/10,2020/03/09,NA,Censored,NA,,,Collar failure,730,,
CL-from SMcNay,CN401Ca,CN401Ca,NA,Chase,Chase,F,Adult,2018/03/10,2020/02/28,2020/02/28,Mortality,DEAD,,,,720,,
CL-from SMcNay,CN395Ca,CN395Ca,NA,Chase,Chase,F,Adult,2018/03/10,2020/01/28,NA,Censored,FADE,,,,689,,
Carolyn Shores,101808,101808,17-10744,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/10,2019/07/19,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""13"" before CS edited 2020 collar sheet",496,,
CL-from SMcNay,CN399Ca,CN399Ca,NA,Chase,Chase,F,Adult,2018/03/10,2019/05/18,2019/05/18,Mortality,DEAD,,,,434,,
Carolyn Shores,101880,101880,17-10756,Itcha-Ilgachuz,Itcha-Ilgachuz,M,Adult,2018/03/10,2019/04/13,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""42"" before CS edited 2020 collar sheet",399,,
Carolyn Shores,101821,101821,17-10753,Itcha-Ilgachuz,Itcha-Ilgachuz,F,Adult,2018/03/10,2019/01/24,NA,Censored,NA,,,"Collar failure // BM: Animal ID was previously ""26"" before CS edited 2020 collar sheet",320,,
